username,ulasan,rating,tanggal
Abu Yusuf Ismail,"Terimakasih KAI yg telah membuat aplikasi ini sehingga pecinta kereta api terbantu untuk melakukan perjalanan bersama KAI tanpa terkena biaya aplikasi Travelling lain,seperti Traveloka dll",5,2026-03-12 04:46:35
Muhammad Furqon,aplikasi gila. aplikasi Indonesia kok Bontang diatas 4. gila ini kai Indonesia. jayajayajayajaya.,5,2026-03-12 04:42:53
Rizky Ananta,baik dan respon cepat,5,2026-03-12 04:42:47
TAUFIK MAULANA,bagus,5,2026-03-12 03:48:27
Abdullah Rozie,simple & friendly service for ticket reservation,5,2026-03-12 03:08:46
Supri Yanto,"Ribed sih, tapibia demi ke rapihan dan disiplin.",5,2026-03-12 02:53:15
octa pilaa,baik,5,2026-03-12 02:09:23
Muhamad eko Iman santoso,ok baik,5,2026-03-12 01:55:36
M Taufiq Juhandi,ok versi terbaru bisa menggunakan qris dalam metode pembayaran. tapi ketika memesan dan qris tersebut tidak sempat di scan di dompet digital tetapi aplikasi kai mya terclose kita ga tau dimana mengakses qris sebelumnya kembali untuk di bayar. walaupun ada di menu menunggu pembayaran pesanan kita tetapi untuk qris nya entah dimana,4,2026-03-12 01:50:30
Den Bagus,Praktis dan cepat,5,2026-03-12 01:48:10
Oe Tjik,cepat dna praktis,5,2026-03-12 01:30:26
Yuli Yulianti,"kecewa banget sama ini aplikasi, saya klik tanggal pemesanan dengan benar tp tercetak tanggal yg salah.maju seminggu. resqedule kena admin,batalin kena admin.yang rugi konsumen. padahal yg salah sistem aplikasi mu yg error. ga ada solusi banget !",1,2026-03-12 01:12:15
arifin budi,buruk. pembatalan tiket ribet sekali jika kita membelikan tiket untuk org lain,1,2026-03-12 00:39:32
rahmi asti,aplikasi menyebalkan beli tiket buat anak NIK nya ngk bisa dimasukkin,1,2026-03-12 00:13:53
Didi Setiawan,mantap,5,2026-03-12 00:02:01
Mutazar Tazar,bagus,5,2026-03-11 23:09:52
Ahmad mukti Aji,baguss,5,2026-03-11 22:50:41
Puji Astuti,pelayanan via online nya cepat dan mudah,5,2026-03-11 22:14:33
Saefuddin Jailani,sangat membantu,4,2026-03-11 22:08:53
Adzra bloger,ok,5,2026-03-11 22:01:08
helmy ilhamsyah,mantap,5,2026-03-11 20:43:31
Boedi Asijanto,sangat bagus untuk pemesanan tiket,5,2026-03-11 19:40:04
Irul,apalah tiket sudah di batalkan tetap masih suruh bayar,1,2026-03-11 18:56:41
Rama Gaming,gak jelas ini aplikasi mau war tiket udah tinggal pilih kursi mlh ditolak Mulu giliran keluar tiketnya habis,1,2026-03-11 18:21:55
Coral Zero,Lebih jelek dan lebih lambat untuk sistem pembelian tiket daripada sistem lama,1,2026-03-11 17:58:46
Humairah Azzahra,"setiap pemesanan padahal saya saya sampe rela nunggu in tengah malam udah saya klik di waktu itu juga kenapa sering ada tulisan ""no Seat available"" kita butuh darurat jdi mohon bantuannya jangan di persulit",2,2026-03-11 17:48:19
Siti Fatonah,"banyak updatenya, lalu jika suda di update datanya hilang. waktu di masukin lagi gabisa katanya udah terdaftar. ga jelas",1,2026-03-11 17:41:41
Fitraldi agung pratama,"GABISA PESEN, PAS UDH PESEN GABISA DIBATALIN ALASANNYA TRANSACTION NOT FOUND, APK GAJELAS, TULISANNYA BEWARE APP RISK",1,2026-03-11 17:36:31
Imam Malwopati,aplikasi jam segini pesen tiket sudah habis gak masuk akal,1,2026-03-11 17:35:34
Satrio Zachry,"apk macam apa ini, di jadwal tiket kursi tersedia, waktu mau pesan dan sudah isi daftar penumpang malah tidak bisa, makin di perbarui bukannya main bagus malah makin jelek!!",1,2026-03-11 17:29:44
fina dork,error terus. Sudah di bayar tiket gak ada. mau pesan lagi tulisannya tidak bisa karena data sama dan double tiket. Aneh,1,2026-03-11 17:28:40
Arif Setiawan,bukan nya di permudah malah di bikin sulit mesen online ini. mending sekali klik bisa. ini coba lagi coba lagi. tapi klo aku sendiri yg mesen bisa . pada hal saya mau mesen in nama ortu . malah gk bisa. tapi klo nama sendiri bisa.,1,2026-03-11 17:17:48
ariya valentino diaz,"sering error,tidak bisa pilih kursi",1,2026-03-11 17:17:36
Naufal Ariq Purnama,mantapp,5,2026-03-11 17:01:19
Tri Tanti sayudi,hala habis teruss pesen gak bisa kuntull gak bisa mudik parah ni apk bikin gemesss ada calo kuntul mkany habis teruss parahhhhhhhhhhh,1,2026-03-11 16:31:37
Kang Yakin,satu dulu,1,2026-03-11 15:38:08
Yayan Jaya,ok,5,2026-03-11 15:09:24
Diky,bgus,5,2026-03-11 13:53:23
Farhan,"estimasi waktu gak sesuai , wajar lah orang subsidi",1,2026-03-11 13:35:01
Ujang Emin,setia dg kai,5,2026-03-11 13:03:13
Rusnita,sangat Membantu sekali,5,2026-03-11 12:59:21
islahuddin anshory,bagus sekali,5,2026-03-11 12:56:19
TamTama_9213,servernya Tolonk di perbaiki :3,4,2026-03-11 12:26:09
Ugih Nuriyana,"Bikin sinyal ilang2an setiap kereta lewat, Ganggu aja",1,2026-03-11 12:11:15
b vristn,"aplikasi sering down, dan ga bisa cancel tiket",2,2026-03-11 10:35:23
Wawan Mulyawan,perjalanan lbh mudah dan efisien.,5,2026-03-11 10:16:56
Erwinsyah Pasaribu,semua jadwal kosong kocak ni apk,2,2026-03-11 09:51:46
D Han,"suka error kalo lagi mau pesan makan lewat aplikasi waktu dikereta, padahal sinyalnya bagus.....tolong perbaiki lagi",3,2026-03-11 09:41:54
Andi Suhandi,ok,5,2026-03-11 09:12:18
Didik,sangat memuaskan,5,2026-03-11 09:12:00
Marica Triyaningsih,Tingkatkan!!,5,2026-03-11 08:42:27
Syam,hari ini tgl 11 Maret 2026 kereta tujuan Tangerang dari duri jadwalnya ngaret sudah tunggu dari 14.20 jam 14.45 kereta masih di tanah tinggi sampe duri bisa jam 3 lewat apaa apaan ini jadwalnya ngaret parah,1,2026-03-11 07:46:44
Desniati Desniati,Terimakasih,5,2026-03-11 07:39:08
Rifqi setiansyah,"gabisa refund langsung di apk, sedangkan langsung datang ke tempatnya ada kendala padam listrik lama sekali posisi tempat (st.pasar senin) tgl 11.03.2026 jam 14.25",1,2026-03-11 07:34:09
Surya Perdana,mantab n cepat,5,2026-03-11 06:23:45
yudis tira,"aplikasi gak guna, liat ketersedian tiket eror2 terus gak muncul, sekelas perusahaan bumn yg gak punya saingan aja gak bisa bikin aplikasi yang bener2 worth it.",1,2026-03-11 06:04:22
rosa iliyah,oke,5,2026-03-11 05:53:59
guitaronly,makin ribet banyak error'nya padahal sinyal sudah sangat bagus,1,2026-03-11 05:35:38
Assyifa syifa,good,5,2026-03-11 05:26:59
Rayhan Ashter,"pengenaan antrian tidak logis, sering sekali apk eror dan tiket yang tersedia tiba² tidak bisa di beli. ini sangat merugikan konsumen. kedepan nya mohon di perbaiki kepastian ketersediaan tiket dan sistem aplikasi nya agar tidak sering eror.",1,2026-03-11 05:14:04
Rahman Dika Putra,bagus tapi selalu eror ga bisa pesen tiketny,3,2026-03-11 04:59:35
Sisri Wahyuni,sering eror trs bayar pakai e Wallet juga sering gak bisa,2,2026-03-11 04:54:16
zaki almalik,belakangan ini aplikasinya sering eror tidak bisa membuka kereta lokal hanya loading saja,1,2026-03-11 04:23:16
Sahroni Roni,"Aplikasi nya kebanyakan trouble!! Tolong diperbaiki dong masa iya trouble mulu dari dulu kaga pernah bener, Ada aja gangguan nya.",3,2026-03-11 04:06:38
Fiqri Fatur Rahman,bagus sekali mempermudah konsumen dan mudah digunakan,5,2026-03-11 04:02:33
Roosevelet IV,"aplikasi aneh telat bayar dikit malah jadi gabisa apa coba pas mau di batalin transaksi tidak ditemukan ,mau di transaksi malah gagal apa coba gini aja trus ga pernah bener kalo ada bintang 0 dikasih 0 nih aplikasi 👎👎👎👎",1,2026-03-11 04:01:19
Seinsey Jr,"Aplikasi dengan pengoperasian yang lamban padahal jaringan kuota dan wifi kagak lemot, lah ini aplikasinya lemot sendiri darisananya",1,2026-03-11 03:57:08
Angga Murdani,mantap,5,2026-03-11 03:51:43
Fersy Kies,"berat banget ui nya iklannya apalagi, mikirin lah setiap hp ada gen lama sama baru optimal gak, udah bayar eror lah inilah gak jelas lu",1,2026-03-11 03:51:41
Maulidany,"BUG MULU, !!! gak bisa pesen tiket",2,2026-03-11 03:44:12
Fauzan Khalil Ridwan,"ini kenapa, jaringan saya bagus tapi pas liat pencarian jadwal muter nya lama banget, trus giliran udah masuk di metode pembayaran nya yang justru lebih lama? atasi dong KAI kenapa",3,2026-03-11 03:29:10
Kristin Kristin,berat banget ui nya lag banget di HP gue,3,2026-03-11 03:18:30
Defirika Ramdani,dengan online memudahkan pemesanan tiketnya,5,2026-03-11 03:11:56
Mila Restu,"gk bisa di dowload lagi acces by kai nya, kata nya perangkat ku gk kompatibel versi terbaru trus gue harus beli ip gitu min biar bisa beli tiket kai",1,2026-03-11 02:40:58
Yunita Dwi Lestari,"tolong dong pihak kai atur gimana baiknya, masa saya baru batalin tiket tp dicek HP satunya lagi selang beberapa detik udah zonk itu tiket yang tadi sy batalin, ke endap/ditahan dimana lagi tu tiket? masa iya kalah sama calo sdngkan calo tiket saja sistemnya ngewar sama aja dan satu lagi saya mau pesan tiket tp tiket tidak tersedia semua bahkan di klik tiket yg sudah habis pun tidak muncul?? kemarin adain war diskon tp gada tiket yang dijual parah sii makin kesini makin"" ni apk",1,2026-03-11 02:07:27
Firmansyah Hidayat,"Access byk KAI, PROFESIONAL MANTAB LUAR BIASA. Pertahankan Pelayanan Terbaik",5,2026-03-11 01:55:36
Eka Febri Pratama_,"Mau pesen tiket malah kena bug terus, muncul ""jadwal kereta tidak di temukan"" di semua tanggal jadi bingung mau gimana 😮‍💨",2,2026-03-11 01:03:03
Ai Fatimah,lebih mudah booking tiket,5,2026-03-10 22:28:15
Dewi.lisnawati Wie,kenapa saya tidak bisa mendownload aplikasi ini,1,2026-03-10 21:56:00
Gana M,bagus,5,2026-03-10 21:36:26
Akhji Mullah,tolong developer masak mau update jadi member acses selalu stuck terus apk nya sampe panas hp udah diulang berapa kali tetep sama udah sampe kirim otp loh gitu terus ios padahal,1,2026-03-10 20:05:20
Yatnopeking Purworejo,kenapa tahun 2026 Susah cari tiket selalu habis tiap tgl tiap hari habis,1,2026-03-10 19:58:44
Ahmad aris syaefudin,"aplikasi pemerintah, tapi kurang handal, seiring lag",2,2026-03-10 17:29:23
Derry Saputra Emilga,"dua malam begadang demi tiket mudik TNK - BTA tp server ga bisa akomodir, malah langsung habis karena Penumpang yang ambil rute TNK - Kotabumi. tolong diperbaiki KUALA STABAS untuk semua PENUMPANG SEMUA RUTE, bukan hanya Untuk Rute TANJUNG KARANG - KOTABUMI SAJA, Sistem Bobrok !",1,2026-03-10 17:16:51
agus santoso,"di aplikasi habis, beli di calo ready. kocak kk",1,2026-03-10 17:15:33
Anjas Novita,Good app,5,2026-03-10 15:07:40
Y H,cepat dan mudah,5,2026-03-10 13:59:35
Farhan Aulia Kamal,dari sekian banyak BUMN. KAI doang yang bagus. BUMN yang lainnya buat APK kaya sampah,5,2026-03-10 12:41:02
Farras Mufid,"sever error terus, sekelas KAI apk nya sangat sangat jelek tidak dapat memesan tiket server sering down",1,2026-03-10 12:33:55
Hamka Ridwan,ok,5,2026-03-10 12:25:10
Danang Widarto,Lemot payah gak jelas..!!! sering eror gak jelas,1,2026-03-10 12:01:54
khusnul kawakib,praktis,5,2026-03-10 11:41:50
Yudani Hermawan,sukses selalu KAI,5,2026-03-10 11:19:26
rafif karis,RUWET,1,2026-03-10 10:38:00
Ricat Victori,aplikasi gajelas kebanyakan error. masa setiap mau bayar gagal terus pending lama nunggu and pasti keluar halaman. DEVELOPER LU GANTII. BANYAK BUZZER BINTANG 5 MAKANYA GA BERBENAH,1,2026-03-10 10:28:04
Ali Muhtar,semakin ok,5,2026-03-10 09:29:05
val val,jos,5,2026-03-10 09:20:35
Bocah 1999,mudah😎,5,2026-03-10 07:40:38
Muhammad Falihuddin,sulit sekali melakukan pembayaran!!!!!!!,2,2026-03-10 07:17:21
Edy Susanto,sangat membantu pelayanan transportasi keluarga saya,5,2026-03-10 07:12:27
Abdul Muhyi Rofii,APLIKASI BIKIN BEBAN !!!! MAU CANCEL AJA HARUS KIRIM OTP EMAIL DAN NO HP.. PARAH MAKAN UANG HARAM HAK PENUMPANG KAI.!!!,1,2026-03-10 06:49:22
Bintang Valentino,top-up udah 2 hari masih blm ada masuk masuk gimana ini,1,2026-03-10 06:32:22
Ranu Official,"saya naik kereta Cikuray dr cikampek ke jatinegara no kursi deket jendela, tapi yg dudukin orang lain, tolong pak di informasikan lagi ancam orang yg ga sesuai tempat duduknya. himbauan berlaku untuk seluruh penumpang ya, bukan orang-orang tertentu doang. (kecuali kereta lokal bebas tempat duduk)",1,2026-03-10 06:02:58
Dadan Handani,terima kasih,5,2026-03-10 06:01:41
Auliya Rahmanto,mantap,5,2026-03-10 05:42:16
Alim Lim,"tolong kai d perbaiki lagi aplikasi nya , cek d aplikasi kai jadwal kereta kosong semua per tgl nya , giliran cek di traveloka jadwal muncul ,, gimana ini ,",1,2026-03-10 05:37:01
Erwin Ragil Pamungkas,aplikasinya kaya sampah,1,2026-03-10 05:36:22
Adlan Ghafar,"halo.. membatalkan booking ditengah proses, masuk dalam kategori booking kah? karena dapat notif batas booking 6x padahal belum capai angka segitu untuk yang sudah saya booking. Bug atau memang begitu?",3,2026-03-10 05:27:55
AKUBENCIREDMI REDMIASU,"apalah aplikasi GK jelas padahal metode pembayaran nya banyak tapi pada GK bisa dan juga saya sudah melakukan semua langkah nya tapi percuma semua, memang tll",1,2026-03-10 05:22:58
Muji Atiq,makin gampang beli tiket kereta tanpa harus ke stasiun,5,2026-03-10 04:19:46
sentot purboseno,mantf,5,2026-03-10 04:08:26
Retno Setyo,"Emm, najong",5,2026-03-10 04:00:43
Catur Wahyudi,enak,5,2026-03-10 03:56:13
Riki Teple,sangat membantu,5,2026-03-10 03:25:29
Muhammad Aldy,good,5,2026-03-10 02:27:10
Agus Tito,sangat baik,5,2026-03-10 01:36:59
Mendem Sewu,mantap,5,2026-03-09 23:43:25
Achmad Azwar Febrian,kenapa saldo saya belum masuk saja dr kmrn..pdhl saldo di rekning sudah berkurang..komplem hrs kmn klo kya gn..mna gda fitur chat admin lagi.aneh bgt ni KAI .,1,2026-03-09 23:31:59
Kaifal fahiya,"tiket buat lebaran habis terus, sistemnya atau ada orang dalam ini emang susah!!",1,2026-03-09 22:09:54
hanafi wiyawan,"Sangant membantu,.",5,2026-03-09 21:47:29
Sky Journey Gaming,"mau cek tiket kereta aja error trus, tolong lah di benerin apk nya, masa iya lebaran mau beli tiket error",2,2026-03-09 21:30:18
Layli bila,"max.4org sdgkan 1klrg 5anggota... lalu pesan lgi dgn rute yg sm, dgn akun yg sm tdk bisa... mohon aplikasi diupgrade lgi...",1,2026-03-09 21:19:28
ATHAL QOLBI,"pemesanan menjadi lebih cepat, transparan dan adil.",5,2026-03-09 21:19:12
Sony Firmansyah,sangat puas,5,2026-03-09 20:00:58
Novi Humaemi,berguna..,5,2026-03-09 17:59:20
Ell 31,ok,5,2026-03-09 17:46:14
Anang Kristianto,okeee,5,2026-03-09 17:05:48
Rania Sabila,apknya kumat lgi masa kmrn aku mau beli jam 00.00 udh abis buat seminggi kedepannya aneh bgt,1,2026-03-09 16:44:03
Rina Novianti,"proses mudah dan cepat, mantapp",5,2026-03-09 15:24:28
Diana Sasmita,info untuk apk nya ini kok maintenance ya,1,2026-03-09 14:55:56
Heri Kris,Bagus,5,2026-03-09 13:52:38
Imam Wahyudi,ok,5,2026-03-09 13:23:57
Elsa Mailan,mantap gk ribet,5,2026-03-09 12:51:17
Lia Briliana,bagus baik,5,2026-03-09 12:14:31
sholeh nurma,good job,5,2026-03-09 12:02:57
Riksel Berhimpong,ok,5,2026-03-09 11:31:11
Ditta Marselina,"aplikasi gak guna, bayar aja kok ribet banget susah dapetin nya, mending yang gratisan dah",1,2026-03-09 11:06:04
Ias Andreas,server lemot,1,2026-03-09 10:54:39
Nugraha Abi,antri gajelas,1,2026-03-09 10:36:19
Tri Budhy Susatyo (Budhy),keren komplit,4,2026-03-09 10:13:46
The Redfield,"kok makin susah beli tiket aja napa dah, stuck ga nampilin kursi yg tersedia",2,2026-03-09 10:04:47
Amin Irfan,sistem antrian busuk,1,2026-03-09 10:04:06
Adhan Udin,bagus min,5,2026-03-09 09:59:21
Imam Asr,"mau pilih jadwal tiket loading ga karu²an lamanyaa, pdhl udah ditunggu 15 menit lebih masih sama aja disuruh. nunggu satu menit dan g kelar2, update lagi dong aplikasinya biar g ngebug",2,2026-03-09 09:44:52
Wanda Aulia,SERING EROR,3,2026-03-09 09:37:55
Betsa' Ale,"flash sale program lucu2an dari KAI, akses dibatasi, kebijakan antrian dan pembatasan akses aplikasi merugikan customer, tiket anda itu sudah tidak murah dan tidak pro rakyat, harusnya sudah tidak ada lagi pembatasan dan antrian.",1,2026-03-09 09:34:49
Aminah Fajri,terima kasih access by kai dan membantui orang yang mau naik kereta cepat,5,2026-03-09 09:31:24
muhammad wagiyono,😃,5,2026-03-09 09:30:45
Imam Ali,"bangkeeeeeeee,tahun kemarin pas tanggal 19 puasa pasti elorrrr gak jadi beli tiket,pas besoknya beli udah pada habissss sekarang elorrrrr,masa lebaran di kampung orang lagi",1,2026-03-09 09:30:10
Fatimah Tuzahro,"aku berterimakasih bngt sama ga tau namanya apa ya cuman kya polri gitu didalem gerbong, aku kehilangan ktp laporan sama dia langsung dicariin trs ketemu doang Alhamdulillah. makasih untuk mas siapapun itu semoga rizkinya makin dilancarkan ya mas Aamiin..",5,2026-03-09 08:30:03
Kiyanu Albani,kejadian 3x beli tiket suka beda tanggal sama yg di beli jadi bikin ga mood harus nunggu kereta lagi sampe 2 jam tolong dong diperbaiki bug begitu,1,2026-03-09 08:06:10
Ria Wulan (Ria),sangat bagus,5,2026-03-09 07:35:07
ragil supriyo,Cepat,5,2026-03-09 07:10:55
Rina Setiyani,lebih mudah membeli tiket dri yg paling murah,5,2026-03-09 07:06:17
nahdliyatul karomah,tercepat,5,2026-03-09 07:02:44
berliana Aryanto,error terooooooooss,4,2026-03-09 06:10:02
Muhammad faisal,mantp bangett,5,2026-03-09 05:58:28
Amin sutrisno,bagus,5,2026-03-09 05:17:56
Helya Yulianti,kenapa apk ini enga bisa dii download lagi sii di hp Oppo A31,3,2026-03-09 05:07:19
Salie Cavalera,mudah digunakan dan keren,5,2026-03-09 05:02:33
mochamad saefurrohman adi,"min tolong sistemnya dipermudah, masa cuman pembatalan tiket ada delay so bad, truss untuk pas ingin order, truss saya batalkan order kembali karena berubah pikiran, ehh kenapa ada batasannya sih? kan gak jadi Order.",1,2026-03-09 04:13:41
deni kurniawan,"Setelah update malah ngawur min Jadwal keret kosong semua udah gant2 tanggal yang tadinya masih ada Jadwal semua,tolong diperbaiki lah seperti sebelumnya atau aplikasi lainnya",1,2026-03-09 02:45:01
tedy kustedy,bagus,5,2026-03-09 02:37:21
Kios KIOR,aplikasi sampah 😤 di aplikasi tempat duduk terakhir di nomor 17. . pada kenyataannya sampai nomor 21,1,2026-03-09 01:19:50
Miftachul Rozak,pelayanan cepat,5,2026-03-08 23:59:02
Arif Mugiarta,ga bisa check-in online ya?!,3,2026-03-08 21:18:15
Ranti Ayu,versi update 15 februari 2026 eror trs,1,2026-03-08 18:51:40
Muhammad Krisna,mantap,5,2026-03-08 17:59:16
Bagus Hadi Santoso (Roboert),jadwal kereta selalu eror,2,2026-03-08 17:28:40
Irfan Firdaus,"aneh,mesen jam 00.00 dari tiket tersedia tiba2 jadi ""No seat available"" aneh aneh",1,2026-03-08 17:14:18
triratna bingg,"ga masuk akal, semenit abis total tu",1,2026-03-08 17:06:20
Minari Yatin,aplikasi makin lama bkn makin bagus malah makin bobrok. setiap update kenapa harus daftar member basic lagi???? juga kenapa sudah mengikuti prosedur tapi ttep gagal???? kenapa harus ke loket stasiun baru bisa daftar member basic??? aplikasi bukan mempermudah malah mempersulit!!!!!!,1,2026-03-08 16:35:40
Hafif New,baik,5,2026-03-08 15:57:44
Abi Musta'man,apk busuk,1,2026-03-08 14:28:06
Saikhu Rozikin,mantap,5,2026-03-08 12:53:26
Kiki Wildan,baikk,5,2026-03-08 12:03:31
Muhammad Tikno,ada udah di balik batu batunya hilang penumpang nya datang😂,5,2026-03-08 11:34:16
SHALAHUDDIN LABORAHIMA,bantu golongan bawah untuk tiket lebaran di buat diskon 50% sebagai keberkahan KAI,5,2026-03-08 10:58:25
moko aizenz,Kapan tiket supaspro mulai bisa dipesan lewat sini?,5,2026-03-08 10:25:18
Samirin Alif,"Aplikasi KAI ACESS saya knpa ga bisa buat ngeliat jadwal yah?semua jadwal dr bulan Februari,Maret,April ga nongol.Haya bertuliskan tiket tidak tersedia",5,2026-03-08 09:59:44
YuriKerusu,Admin kai121 fast respon. semoga selalu membantu untuk penumpang setia kereta api Indonesia,5,2026-03-08 07:31:47
Slamet Wahyudi,pelayanan bagus dan tempat bersih,5,2026-03-08 07:12:31
Soelistyo Moko,Hari ini access by KAI tidak bisa di akses. Kenapa ?,1,2026-03-08 06:46:56
Wulan Aprillia,kai knp ya sering loading lama bgt,3,2026-03-08 06:15:40
Redi Cahyadi,"kenapa pembaharuan nya tidak opsional,,, kan ruang penyimpanan habis",5,2026-03-08 02:49:09
Handy Juanto,sangat bagus dan membantu,5,2026-03-08 01:13:36
Kusnono Nono,ok,5,2026-03-08 01:11:49
Hany Dya,"tidak puas, pembuataan akun yang dipersulit serta para call center yang bisa dimintai tolong tidak langsung gerak cepat, pelayanan lambat SEKALI saya harap bisa lebih diperbaiki lagi",1,2026-03-08 00:56:33
syaefudin zul,good,5,2026-03-08 00:40:26
Khomsatun Tun,naik kereta api aman dan nyaman,5,2026-03-08 00:31:41
Safei Nurhelawati,sangat puas,5,2026-03-08 00:06:41
